from,to,score
AT5G15830,AT3G26618,0.013383
AT4G38900,AT1G36160,0.013383
AT4G16430,AT1G30690,0.013383
AT5G10030,AT1G07480,0.013383
AT1G12860,AT3G15940,0.013383
AT5G38860,AT5G66590,0.013382
AT5G57150,AT5G11420,0.013382
AT2G43060,AT3G45600,0.013382
AT2G31280,AT2G16600,0.013382
AT3G06590,AT2G20340,0.013382
AT4G17880,AT5G19040,0.013381
AT1G32640,AT5G52210,0.013381
AT1G10120,AT1G72210,0.01338
AT2G31370,AT3G61680,0.013379
AT5G48560,AT1G07090,0.013379
AT2G46270,AT3G47160,0.013379
AT5G67110,AT2G23348,0.013377
AT4G00050,AT5G52570,0.013376
AT2G21230,AT1G04120,0.013376
AT1G31050,AT5G40600,0.013375
AT4G36930,AT3G59220,0.013375
AT4G35040,AT4G19110,0.013375
AT5G38860,AT1G19580,0.013375
AT5G46690,AT1G64150,0.013374
AT3G62090,AT2G40620,0.013374
AT1G06070,AT1G63240,0.013374
AT5G49450,AT1G04010,0.013373
AT1G68920,AT4G32272,0.013373
AT5G49450,AT4G29930,0.013373
AT5G08130,AT1G73060,0.013373
AT1G62975,AT1G60790,0.013372
AT4G00480,AT2G04400,0.013372
AT5G08130,AT3G62530,0.013372
AT1G43700,AT3G14150,0.013371
AT3G26744,AT1G69040,0.013371
AT5G24800,AT1G78900,0.013371
AT1G12860,AT1G79650,0.01337
AT1G68920,AT5G56210,0.013369
AT3G25710,AT5G26600,0.013369
AT5G49450,AT4G25570,0.013369
AT4G36540,AT1G22710,0.013368
AT1G63650,AT5G64260,0.013368
AT1G43700,AT2G43140,0.013368
AT3G26744,AT1G67310,0.013368
AT1G42990,AT5G20070,0.013367
AT3G47640,AT1G06680,0.013366
AT5G06950,AT4G19010,0.013366
AT3G62090,AT4G37460,0.013366
AT3G23210,AT5G10950,0.013365
AT4G01460,AT2G30150,0.013365
AT1G29950,AT3G05890,0.013364
AT2G41070,AT3G02230,0.013364
AT4G29930,AT3G06868,0.013363
AT1G63650,AT3G01490,0.013363
AT2G47270,AT5G66590,0.013362
AT3G26744,AT2G18740,0.013362
AT2G42380,AT3G63480,0.01336
AT3G23210,AT3G61470,0.01336
AT3G58120,AT1G31950,0.013359
AT5G15830,AT5G54569,0.013359
AT5G48560,AT4G29100,0.013359
AT1G05805,AT2G38740,0.013359
AT1G06850,AT5G22320,0.013358
AT2G47270,AT1G13245,0.013358
AT3G58120,AT1G32690,0.013357
AT5G53210,AT4G32920,0.013357
AT3G24140,AT2G43190,0.013357
AT4G30980,AT4G31850,0.013356
AT3G54620,AT3G08720,0.013356
AT1G49720,AT3G60540,0.013356
AT3G57800,AT1G17120,0.013355
AT1G49720,AT1G78370,0.013355
AT1G61660,AT4G00026,0.013354
AT5G11260,AT2G06040,0.013354
AT4G00050,AT2G35260,0.013354
AT1G32150,AT4G11190,0.013354
AT2G21230,AT5G63970,0.013354
AT3G19290,AT4G26455,0.013353
AT4G17880,AT5G25240,0.013353
AT4G36930,AT3G59490,0.013352
AT3G62090,AT4G02020,0.013352
AT5G46760,AT4G16250,0.013352
AT1G73830,AT4G28703,0.013351
AT3G17100,AT5G26200,0.013351
AT1G02340,AT2G26040,0.013351
AT4G36540,AT5G63650,0.01335
AT2G22850,AT3G27210,0.013349
AT4G14410,AT4G34490,0.013349
AT4G36540,AT1G11890,0.013348
AT5G57150,AT3G26750,0.013346
AT5G24800,AT5G57900,0.013346
AT5G54680,AT1G73920,0.013345
AT1G42990,AT5G49230,0.013345
AT1G63650,AT1G56330,0.013345
AT5G57150,AT1G13570,0.013345
AT5G11260,AT1G19080,0.013344
AT3G25710,AT5G51740,0.013344
AT2G40950,AT1G02990,0.013343
AT3G57800,AT5G58650,0.013343
AT3G59060,AT4G02430,0.013343
AT4G38900,AT5G16150,0.013342
AT3G10800,AT3G05520,0.013342
AT1G43700,AT5G54165,0.013341
AT1G01260,AT3G06670,0.013341
AT3G12250,AT5G10745,0.01334
AT4G02640,AT3G50360,0.013339
AT4G34000,AT5G01200,0.013339
AT1G63650,AT5G19120,0.013339
AT1G68920,AT2G36080,0.013339
AT1G09250,AT1G01720,0.013339
AT2G43060,AT3G56850,0.013339
AT1G13600,AT5G04900,0.013339
AT3G57800,AT5G10950,0.013338
AT4G09180,AT5G48540,0.013338
AT4G00050,AT5G67140,0.013338
AT5G67110,AT1G12800,0.013338
AT4G17880,AT3G60690,0.013338
AT3G62090,AT3G49500,0.013337
AT1G02340,AT5G59960,0.013336
AT3G58120,AT1G19000,0.013335
AT1G69010,AT1G69040,0.013335
AT1G43700,AT5G13100,0.013334
AT3G59060,AT1G36622,0.013334
AT3G19860,AT4G01460,0.013334
AT4G17880,AT2G40950,0.013334
AT1G06850,AT4G22320,0.013333
AT3G26744,AT5G04070,0.013333
AT4G34000,AT4G16650,0.013333
AT2G41070,AT4G18520,0.013333
AT5G57150,AT4G00850,0.013333
AT1G09530,AT3G21215,0.013333
AT5G61270,AT4G39460,0.013333
AT1G45249,AT4G33530,0.013332
AT2G43010,AT5G07250,0.013332
AT5G54680,AT3G25400,0.013331
AT5G65210,AT5G67250,0.013331
AT4G02590,AT2G36880,0.013331
AT5G28770,AT4G16490,0.013331
AT3G59060,AT5G08130,0.013331
AT1G68880,AT5G04340,0.01333
AT5G44080,AT1G16540,0.013329
AT1G01260,AT3G04470,0.013329
AT5G06960,AT2G37320,0.013328
AT5G67110,AT3G56050,0.013328
AT2G40620,AT4G39990,0.013328
AT3G62090,AT2G06040,0.013328
AT3G26744,AT1G28540,0.013328
AT3G19290,AT2G40860,0.013326
AT3G19860,AT5G63650,0.013326
AT3G56850,AT1G30640,0.013326
AT1G69010,AT2G21300,0.013325
AT5G51780,AT5G59960,0.013325
AT1G26260,AT1G12860,0.013324
AT5G61270,AT1G19150,0.013324
AT2G40620,AT2G36960,0.013323
AT2G31370,AT3G59650,0.013323
AT1G73830,AT5G02770,0.013323
AT4G37730,AT4G02050,0.013322
AT4G01120,AT3G15780,0.013322
AT1G42990,AT1G15215,0.013321
AT3G23210,AT3G18970,0.01332
AT3G57800,AT2G47600,0.013319
AT2G31370,AT5G52420,0.013319
AT1G09530,AT2G01918,0.013319
AT2G47270,AT1G70070,0.013319
AT3G47640,AT5G02500,0.013318
AT4G21340,AT3G22680,0.013318
AT4G21340,AT1G60260,0.013318
AT5G51790,AT4G37880,0.013317
AT1G19490,AT2G35260,0.013317
AT4G30980,AT3G22104,0.013317
AT5G46690,AT4G30620,0.013317
AT1G19490,AT5G61270,0.013317
AT5G54680,AT5G13760,0.013317
AT2G31370,AT1G08200,0.013316
AT2G46510,AT2G21080,0.013316
AT5G57150,AT3G15290,0.013315
AT2G18300,AT5G44280,0.013314
AT3G59060,AT2G39450,0.013314
AT1G19490,AT4G00080,0.013314
AT1G43700,AT4G10940,0.013313
AT3G23210,AT2G47400,0.013313
AT3G17100,AT5G25460,0.013313
AT1G29950,AT2G46830,0.013312
AT3G26744,AT2G44440,0.013312
AT2G40620,AT1G09530,0.013312
AT1G05710,AT1G26761,0.013311
AT5G49450,AT2G48020,0.01331
AT1G29950,AT5G43630,0.01331
AT1G63650,AT1G70590,0.01331
AT1G02340,AT4G18950,0.01331
AT1G08320,AT1G06680,0.01331
AT1G69010,AT4G10960,0.013309
AT4G00480,AT1G69450,0.013309
AT1G61660,AT1G78995,0.013309
AT1G08320,AT2G39810,0.013308
AT1G08320,AT5G64430,0.013308
AT4G29100,AT4G10960,0.013308
AT4G00050,AT5G01200,0.013308
AT1G05805,AT4G00080,0.013308
AT5G51780,AT1G02660,0.013306
AT5G62610,AT3G52230,0.013306
AT3G56980,AT2G28780,0.013306
AT3G23690,AT3G03210,0.013306
AT1G68810,AT1G75200,0.013305
AT5G44080,AT3G42150,0.013305
AT3G54620,AT1G72170,0.013304
AT5G65210,AT3G59500,0.013303
AT3G12250,AT1G78600,0.013303
AT1G61660,AT2G18240,0.013302
AT1G62975,AT4G17500,0.013302
AT4G38900,AT4G01860,0.013302
AT5G46760,AT1G27600,0.013302
AT3G12250,AT1G73830,0.013301
AT4G00480,AT1G60600,0.013301
AT1G42990,AT3G23210,0.013301
AT5G57150,AT5G05210,0.013301
AT3G19290,AT3G46920,0.013301
AT2G24260,AT5G39240,0.0133
AT2G40620,AT2G35170,0.0133
AT2G46810,AT2G46830,0.013299
AT1G10610,AT5G46410,0.013298
AT1G63650,AT3G45680,0.013297
AT5G46690,AT3G62700,0.013297
AT5G08130,AT5G51740,0.013297
AT3G10800,AT5G25270,0.013296
AT2G21230,AT4G24480,0.013296
AT3G61950,AT3G10160,0.013296
AT5G50915,AT1G48440,0.013296
AT2G22770,AT5G38470,0.013295
AT4G02640,AT1G05060,0.013295
AT4G36730,AT1G77060,0.013295
AT2G16770,AT4G22320,0.013294
AT1G68880,AT4G22220,0.013294
AT1G12860,AT1G24170,0.013293
AT3G56970,AT5G16420,0.013293
AT3G62090,AT1G19720,0.013292
AT1G49720,AT2G18950,0.013292
AT3G61950,AT4G02500,0.013292
AT1G42990,AT1G66510,0.013292
AT1G43700,AT1G22860,0.013292
AT3G19290,AT5G60410,0.013292
AT3G47640,AT5G14500,0.013292
AT4G36540,AT1G04250,0.013291
AT4G01120,AT2G37260,0.013291
AT1G06070,AT5G49740,0.013291
AT2G22850,AT3G04620,0.013291
AT3G07340,AT4G36910,0.01329
AT5G06960,AT2G39170,0.01329
AT1G02340,AT1G27700,0.01329
AT2G31370,AT3G13910,0.01329
AT1G13600,AT1G71960,0.013289
AT5G08130,AT4G19040,0.013289
AT5G10030,AT2G38740,0.013289
AT1G69010,AT1G19370,0.013289
AT1G05805,AT1G20070,0.013288
AT1G68920,AT3G15420,0.013288
AT3G17100,AT5G60360,0.013287
AT5G08130,AT5G09440,0.013287
AT2G21230,AT2G07050,0.013287
AT1G10610,AT5G03630,0.013287
AT5G15160,AT5G24070,0.013287
AT4G16430,AT2G42640,0.013287
AT5G10030,AT5G63620,0.013287
AT1G22070,AT2G41710,0.013285
AT5G53210,AT1G77510,0.013285
AT1G71200,AT3G52230,0.013285
AT3G10800,AT4G36980,0.013285
AT2G40620,AT5G22000,0.013284
AT4G01120,AT3G62700,0.013283
AT3G61950,AT1G74690,0.013281
AT1G26260,AT2G30570,0.013281
AT5G54680,AT2G31730,0.013281
AT2G43060,AT1G71350,0.013281
AT2G22850,AT4G01880,0.01328
AT2G24260,AT4G11800,0.01328
AT1G05805,AT1G54110,0.013279
AT1G68640,AT2G18990,0.013279
AT1G02340,AT5G57900,0.013279
AT4G02590,AT1G13250,0.013278
AT1G68920,AT4G29730,0.013278
AT1G13600,AT1G29310,0.013278
AT4G17880,AT3G17040,0.013277
AT4G38900,AT2G46535,0.013277
AT5G28770,AT1G14345,0.013277
AT5G57150,AT3G61580,0.013277
AT3G05800,AT4G38670,0.013277
AT3G19860,AT2G22190,0.013277
AT1G09250,AT2G22840,0.013277
AT4G00050,AT5G54110,0.013276
AT5G28770,AT5G59220,0.013275
AT1G09250,AT4G11220,0.013275
AT3G23210,AT1G22710,0.013274
AT1G10610,AT3G08640,0.013274
AT5G51790,AT2G33180,0.013274
AT4G34000,AT3G01360,0.013273
AT5G15830,AT4G31290,0.013273
AT3G17100,AT1G69910,0.013273
AT1G10120,AT4G08980,0.013273
AT1G68920,AT5G03770,0.013273
AT2G18300,AT1G23480,0.013273
AT5G49450,AT3G57540,0.013273
AT1G77920,AT2G46290,0.013272
AT2G31280,AT1G14010,0.013271
AT3G54620,AT1G32760,0.013271
AT1G10610,AT4G38670,0.01327
AT3G26744,AT2G42280,0.013269
AT1G73830,AT1G13740,0.013269
AT1G10120,AT2G20610,0.013269
AT5G61270,AT3G19860,0.013268
AT5G46690,AT1G19080,0.013268
AT5G54680,AT2G24260,0.013267
AT5G24800,AT1G50110,0.013266
AT2G43010,AT3G15540,0.013266
AT3G57800,AT4G31080,0.013266
AT4G09180,AT1G04250,0.013264
AT5G51790,AT1G22850,0.013264
AT4G02590,AT4G11570,0.013263
AT5G06960,AT5G58770,0.013262
AT1G10120,AT5G57410,0.013262
AT5G50915,AT3G61630,0.013262
AT2G46270,AT3G29575,0.013261
AT2G24260,AT3G46630,0.013261
AT1G68810,AT1G01060,0.01326
AT2G47270,AT3G17250,0.013259
AT5G65210,AT3G55120,0.013257
AT1G63650,AT4G19710,0.013257
AT1G09530,AT3G13782,0.013257
AT1G09530,AT1G22710,0.013256
AT4G01460,AT4G27657,0.013256
AT3G56980,AT3G53710,0.013256
AT5G57150,AT5G60360,0.013256
AT1G68640,AT1G12810,0.013256
AT3G56970,AT3G52110,0.013255
AT1G01260,AT2G04550,0.013255
AT1G43700,AT2G01420,0.013255
AT4G00480,AT4G39630,0.013254
AT1G51070,AT5G05250,0.013254
AT2G42280,AT5G46410,0.013253
AT4G36060,AT5G64860,0.013253
AT2G46270,AT4G25390,0.013253
AT5G44080,AT3G23900,0.013252
AT5G15830,AT1G08320,0.013252
AT3G56970,AT2G43190,0.013252
AT4G36540,AT4G17830,0.013251
AT2G22770,AT5G13880,0.013251
AT4G09180,AT1G14290,0.013251
AT1G05805,AT3G45730,0.013251
AT3G57800,AT1G19396,0.01325
AT1G77920,AT2G42260,0.013249
AT1G06070,AT1G06200,0.013249
AT4G36930,AT4G33520,0.013249
AT3G10800,AT3G52110,0.013249
AT2G42280,AT2G23790,0.013249
AT1G32640,AT1G73060,0.013249
AT2G46270,AT1G14360,0.013249
AT5G67110,AT3G49470,0.013248
AT5G51790,AT4G25570,0.013248
AT1G32640,AT2G35620,0.013248
AT4G02640,AT5G13480,0.013248
AT1G74500,AT3G61860,0.013248
AT4G02640,AT2G20724,0.013248
AT5G11260,AT1G19720,0.013247
AT3G26744,AT1G06200,0.013247
AT1G59640,AT5G47550,0.013246
AT4G02640,AT4G34540,0.013246
AT5G24800,AT4G23910,0.013246
AT1G09250,AT1G61660,0.013245
AT3G62090,AT4G14300,0.013244
AT2G22850,AT4G23820,0.013242
AT1G73830,AT4G18230,0.013242
AT5G46690,AT4G09550,0.013242
AT4G14410,AT4G18370,0.013241
AT4G35040,AT5G14640,0.013241
AT3G17100,AT3G26910,0.01324
AT3G62090,AT3G04860,0.01324
AT2G31730,AT4G00630,0.01324
AT1G06850,AT5G10745,0.01324
AT1G13600,AT1G72160,0.013239
AT4G17880,AT3G44310,0.013239
AT4G36730,AT2G43140,0.013239
AT3G57800,AT3G52100,0.013239
AT4G02640,AT3G17770,0.013239
AT5G10030,AT3G48610,0.013238
AT5G24800,AT4G16500,0.013238
AT4G00050,AT1G45249,0.013237
AT2G46510,AT1G16650,0.013236
AT1G06850,AT1G19720,0.013236
AT5G49450,AT5G25240,0.013235
AT2G35530,AT3G10160,0.013235
AT3G54620,AT3G10985,0.013235
AT2G31730,AT5G03080,0.013235
AT4G02640,AT1G71350,0.013234
AT2G31730,AT4G26840,0.013234
AT2G43010,AT1G27600,0.013234
AT1G68880,AT3G02150,0.013233
AT1G09530,AT5G19120,0.013233
AT3G17100,AT1G59620,0.013232
AT4G29100,AT2G29070,0.013232
AT5G08130,AT4G33080,0.013231
AT1G61660,AT1G71090,0.013231
AT3G10800,AT1G16570,0.01323
AT1G68880,AT5G07920,0.01323
AT4G00050,AT2G39450,0.01323
AT3G12250,AT5G55840,0.013229
AT5G49450,AT1G55530,0.013229
AT4G02590,AT4G17830,0.013229
AT1G09250,AT1G45201,0.013227
AT1G62975,AT4G13050,0.013227
AT1G08320,AT1G06110,0.013227
AT2G35530,AT2G21080,0.013226
AT1G12860,AT2G42280,0.013226
AT1G18400,AT4G32290,0.013226
AT4G29930,AT5G59480,0.013226
AT1G32640,AT1G78995,0.013225
AT3G05800,AT2G25880,0.013225
AT5G67110,AT5G10300,0.013223
AT3G57800,AT3G23050,0.013223
AT2G35530,AT2G22840,0.013223
AT2G40950,AT2G01720,0.013222
AT3G58120,AT5G24830,0.013222
AT1G19490,AT3G63490,0.013222
AT5G28770,AT2G05160,0.013222
AT1G01260,AT5G61530,0.013221
AT4G14410,AT2G45820,0.013221
AT1G08320,AT3G57050,0.01322
AT4G38900,AT2G48010,0.01322
AT2G31280,AT4G37895,0.01322
AT4G30980,AT3G14330,0.013219
AT1G06850,AT2G10940,0.013219
AT1G31050,AT1G19080,0.013219
AT5G51780,AT5G13820,0.013219
AT3G10800,AT1G21770,0.013218
AT3G58120,AT3G48610,0.013217
AT3G19290,AT5G06960,0.013216
AT5G54680,AT5G66800,0.013216
AT2G43060,AT3G26890,0.013215
AT1G09250,AT5G59480,0.013215
AT5G57150,AT3G48610,0.013213
AT1G45249,AT1G54110,0.013213
AT1G32640,AT4G24200,0.013213
AT2G31370,AT5G01850,0.013212
AT5G15160,AT4G18810,0.013212
AT4G14410,AT3G06650,0.013212
AT5G65210,AT1G75440,0.013211
AT4G29100,AT5G16140,0.01321
AT2G46810,AT1G74700,0.01321
AT1G68920,AT3G58640,0.013209
AT3G25710,AT2G40120,0.013209
AT3G57800,AT3G20910,0.013208
AT5G65640,AT3G53450,0.013208
AT3G07340,AT5G66880,0.013207
AT5G65640,AT2G15480,0.013206
AT4G36730,AT4G36540,0.013206
AT2G47270,AT5G11090,0.013206
AT2G21230,AT3G12560,0.013206
AT3G56850,AT5G49450,0.013206
AT1G66470,AT5G51840,0.013205
AT5G50915,AT3G10985,0.013205
AT3G57800,AT5G56180,0.013205
AT1G08320,AT5G13760,0.013205
AT4G30180,AT4G40010,0.013204
AT1G18400,AT2G33180,0.013204
AT1G10610,AT2G30260,0.013202
AT5G44080,AT3G26910,0.013201
AT4G36930,AT2G18170,0.0132
AT5G11260,AT2G01150,0.0132
AT1G68880,AT4G12840,0.0132
AT3G58120,AT3G49570,0.0132
AT4G14410,AT1G06200,0.013199
AT4G01460,AT3G48610,0.013199
AT3G57800,AT1G17210,0.013198
AT5G11260,AT5G17530,0.013198
AT1G63650,AT3G06868,0.013198
AT5G15830,AT1G62710,0.013198
AT4G14410,AT2G20370,0.013198
AT3G10800,AT3G56850,0.013197
AT2G31280,AT3G51830,0.013197
AT4G34000,AT5G39660,0.013197
AT1G03040,AT5G50970,0.013197
AT5G38860,AT4G17830,0.013197
AT5G08130,AT2G29390,0.013196
AT1G01260,AT2G38000,0.013195
AT3G54620,AT3G02550,0.013194
AT1G10120,AT5G43750,0.013194
AT1G61660,AT2G17870,0.013194
AT1G68920,AT1G26260,0.013193
AT2G31370,AT2G41150,0.013193
AT2G46270,AT4G29420,0.013193
AT1G10610,AT1G71080,0.013192
AT2G47270,AT5G17530,0.013192
AT3G54620,AT3G47540,0.013192
AT2G31280,AT4G22890,0.013192
AT1G09530,AT3G17860,0.013191
AT4G34000,AT4G09320,0.013191
AT4G02590,AT1G31410,0.013191
AT1G62975,AT1G29950,0.013191
AT1G02340,AT3G57590,0.013191
AT1G19490,AT5G22580,0.013191
AT1G19490,AT2G36390,0.01319
AT5G49450,AT1G09850,0.01319
AT4G14410,AT1G07985,0.013189
AT1G08320,AT3G17860,0.013189
AT5G08130,AT5G46690,0.013188
AT2G16770,AT4G09500,0.013188
AT5G28770,AT5G57610,0.013188
AT4G30980,AT1G13970,0.013187
AT5G46760,AT2G31820,0.013186
AT2G22770,AT2G20370,0.013186
AT2G46810,AT5G06980,0.013186
AT3G47640,AT1G19180,0.013186
AT4G29100,AT5G65920,0.013186
AT5G67110,AT1G07985,0.013185
AT1G68920,AT1G48360,0.013185
AT1G68880,AT5G60360,0.013185
AT3G57800,AT1G03970,0.013184
AT4G02640,AT3G27360,0.013183
AT5G08130,AT1G01710,0.013183
AT5G57150,AT3G52880,0.013182
AT1G09250,AT5G08570,0.013182
AT4G01120,AT1G61820,0.013181
AT3G05800,AT1G33240,0.013181
AT5G50915,AT2G01918,0.013179
AT2G46270,AT5G39660,0.013178
AT4G36060,AT3G22310,0.013178
AT1G19490,AT2G04350,0.013178
AT2G41130,AT1G17220,0.013178
AT4G16430,AT5G01520,0.013177
AT5G28770,AT3G14595,0.013177
AT2G24260,AT1G03630,0.013176
AT4G35900,AT1G15170,0.013176
AT1G09530,AT4G09620,0.013176
AT4G14410,AT5G64810,0.013176
AT3G56980,AT1G55670,0.013175
AT1G49720,AT3G03170,0.013174
AT2G31280,AT1G50575,0.013174
AT1G06070,AT4G37895,0.013174
AT2G40620,AT1G77660,0.013174
AT1G51140,AT3G57630,0.013173
AT5G08130,AT5G14710,0.013173
AT1G43700,AT1G08200,0.013173
AT3G19290,AT2G38980,0.013173
AT1G10610,AT2G02180,0.013173
AT3G56850,AT1G67785,0.013172
AT1G02340,AT2G38610,0.013172
AT1G63650,AT4G36730,0.013171
AT2G42280,AT5G49740,0.013171
AT2G47270,AT1G02816,0.013171
AT5G15830,AT1G62975,0.013171
AT5G50915,AT1G75560,0.013171
AT3G54620,AT2G43810,0.013171
AT4G36060,AT1G55190,0.01317
AT1G32640,AT1G13560,0.01317
AT5G51780,AT2G24390,0.01317
AT1G12860,AT3G21870,0.01317
AT4G34000,AT1G06200,0.013169
AT4G02590,AT1G52510,0.013169
AT1G22070,AT3G08630,0.013169
AT2G41130,AT1G06680,0.013168
AT3G10800,AT3G47160,0.013168
AT1G03970,AT3G55140,0.013168
AT1G05805,AT1G76570,0.013168
AT2G40950,AT1G30410,0.013168
AT4G16430,AT5G47550,0.013167
AT5G61270,AT3G11670,0.013166
AT2G31370,AT2G42975,0.013166
AT5G65210,AT3G05500,0.013165
AT3G26744,AT2G45740,0.013165
AT1G61660,AT5G64860,0.013165
AT5G11260,AT5G58440,0.013164
AT4G01460,AT3G19553,0.013164
AT3G57800,AT5G05850,0.013164
AT2G31370,AT4G30980,0.013164
AT1G69010,AT4G12790,0.013164
AT5G57150,AT1G27700,0.013164
AT2G35530,AT3G59765,0.013164
AT5G65210,AT2G23348,0.013163
AT1G59640,AT1G23480,0.013163
AT3G19860,AT1G15215,0.013162
AT1G68920,AT4G02430,0.013161
AT4G36540,AT3G25250,0.013161
AT1G26260,AT1G47970,0.013161
AT1G06850,AT5G08510,0.013161
AT2G22770,AT1G31230,0.013159
AT1G32640,AT5G06960,0.013159
AT3G61950,AT4G14310,0.013159
AT5G08130,AT1G25350,0.013159
AT4G30410,AT1G19140,0.013159
AT1G31050,AT3G53370,0.013158
AT1G68920,AT5G17240,0.013158
AT1G68640,AT1G03040,0.013158
AT1G68880,AT1G50110,0.013158
AT2G46270,AT5G07250,0.013157
AT1G05710,AT1G75440,0.013157
AT4G29100,AT4G32530,0.013157
AT1G68880,AT1G34630,0.013156
AT1G43700,AT3G53670,0.013156
AT2G41130,AT5G65280,0.013155
AT1G09530,AT2G47760,0.013155
AT1G26260,AT1G07090,0.013155
AT1G09250,AT4G18810,0.013154
AT5G08130,AT2G38610,0.013154
AT1G68880,AT1G02120,0.013154
AT2G24260,AT1G11960,0.013153
AT1G35460,AT1G18400,0.013153
AT1G61660,AT3G47295,0.013152
AT2G20180,AT3G23210,0.013149
AT5G38860,AT4G14960,0.013149
AT1G68920,AT2G33180,0.013149
AT3G26744,AT3G10500,0.013149
AT2G22850,AT3G03320,0.013148
AT2G43140,AT5G15160,0.013147
AT1G06070,AT4G10940,0.013147
AT3G57800,AT1G55190,0.013146
AT1G69010,AT5G06960,0.013146
AT4G35040,AT4G10940,0.013145
AT2G46270,AT3G25400,0.013144
AT2G27230,AT4G00490,0.013144
AT4G00050,AT3G15790,0.013144
AT4G29930,AT1G16730,0.013144
AT3G19290,AT1G79350,0.013142
AT4G02640,AT1G79720,0.013142
AT3G10800,AT5G04090,0.013142
AT4G16430,AT1G54500,0.01314
AT4G00480,AT1G57600,0.01314
AT4G30410,AT1G48440,0.01314
AT1G49720,AT1G27660,0.013139
AT3G10800,AT3G05750,0.013139
AT5G38860,AT5G15910,0.013139
AT2G18300,AT1G55265,0.013138
AT1G68880,AT3G08840,0.013138
AT2G22770,AT3G02480,0.013138
AT3G19290,AT5G02810,0.013137
AT2G46510,AT2G19580,0.013137
AT5G46690,AT1G52230,0.013137
AT4G34000,AT5G39570,0.013137
AT2G28160,AT2G21640,0.013137
AT4G02640,AT1G05360,0.013137
AT1G74500,AT1G67090,0.013136
AT4G02640,AT1G27330,0.013136
AT5G57150,AT3G12560,0.013136
AT2G22770,AT1G22440,0.013136
AT3G17100,AT5G47640,0.013135
AT1G69010,AT3G61680,0.013135
AT2G20180,AT1G33240,0.013135
AT2G27230,AT5G04070,0.013135
AT1G71200,AT1G28360,0.013134
AT5G04150,AT5G67220,0.013134
AT5G46760,AT4G36980,0.013133
AT5G11260,AT2G42380,0.013132
AT2G21230,AT2G29070,0.013132
AT1G10610,AT3G05520,0.013132
AT3G57800,AT1G10960,0.013132
AT1G71200,AT3G53350,0.013131
AT4G36730,AT2G16770,0.01313
AT3G61950,AT3G27470,0.01313
AT1G22070,AT3G61870,0.013129
AT5G57150,AT4G05070,0.013129
AT3G54620,AT1G68440,0.013129
AT1G29950,AT1G17050,0.013129
AT1G02340,AT3G53880,0.013129
AT1G05805,AT3G10410,0.013128
AT2G31730,AT2G18170,0.013128
AT1G68640,AT2G16630,0.013128
AT2G46270,AT4G24200,0.013128
AT4G37730,AT3G22968,0.013128
AT1G42990,AT2G36390,0.013127
AT3G54620,AT3G56330,0.013127
AT5G28770,AT2G38820,0.013127
AT3G47640,AT1G47720,0.013126
AT5G46690,AT1G62780,0.013126
AT1G06850,AT1G78995,0.013126
AT5G46760,AT5G61830,0.013126
AT2G47270,AT4G18520,0.013125
AT4G17880,AT3G50860,0.013124
AT3G24140,AT3G26000,0.013124
AT3G57800,AT3G23580,0.013123
AT4G35040,AT5G27970,0.013122
AT1G10610,AT4G18140,0.013122
AT3G57800,AT4G02060,0.013122
AT5G28770,AT1G80460,0.013121
AT5G54680,AT1G04985,0.013121
AT3G10800,AT1G61790,0.013121
AT3G54620,AT4G03420,0.013121
AT2G40950,AT5G49820,0.013121
AT1G10610,AT4G01883,0.013121
AT4G29100,AT1G27730,0.013121
AT5G15830,AT1G20890,0.01312
AT5G51780,AT5G67110,0.01312
AT4G02590,AT4G30620,0.01312
AT3G23690,AT2G22850,0.01312
AT4G36930,AT5G24970,0.013119
AT2G40950,AT1G35460,0.013119
AT1G61660,AT1G50450,0.013119
AT5G50915,AT3G02800,0.013118
AT5G11260,AT5G66800,0.013117
AT4G09180,AT4G24960,0.013117
AT1G45249,AT2G01980,0.013117
AT3G51960,AT3G52230,0.013117
AT4G34000,AT2G31370,0.013116
AT3G19860,AT1G58200,0.013116
AT3G47640,AT4G12130,0.013116
AT5G61270,AT3G47470,0.013115
AT5G28770,AT5G40910,0.013115
AT4G37730,AT5G08080,0.013115
AT4G29100,AT1G74850,0.013115
AT5G15830,AT1G69870,0.013114
AT1G32640,AT1G17760,0.013114
AT1G45249,AT3G26440,0.013114
AT1G45249,AT5G01850,0.013113
AT5G61270,AT1G56330,0.013113
AT5G54680,AT5G07920,0.013112
AT2G46270,AT4G08980,0.013112
AT5G44080,AT4G02430,0.013112
AT3G05800,AT2G42750,0.013111
AT3G10800,AT3G53402,0.013111
AT4G30980,AT1G07980,0.01311
AT1G09530,AT4G08290,0.01311
AT4G35040,AT1G31420,0.01311
AT3G23210,AT1G13970,0.013109
AT1G68920,AT5G52210,0.013109
AT1G43700,AT3G47340,0.013108
AT3G17100,AT1G18460,0.013107
AT5G15830,AT3G15290,0.013107
AT4G37730,AT1G61780,0.013107
AT5G61270,AT4G36010,0.013107
AT4G34000,AT2G28470,0.013106
AT3G20640,AT5G24800,0.013106
AT1G32150,AT4G18240,0.013106
AT1G05805,AT3G23210,0.013106
AT4G36540,AT3G18215,0.013105
AT2G31370,AT2G28470,0.013104
AT1G05805,AT4G04970,0.013104
AT1G10610,AT2G38040,0.013103
AT2G31730,AT4G34870,0.013103
AT1G73830,AT2G36885,0.013103
